timestamp,region,latency_ms,bandwidth_mbps,packet_loss_pct,fps,jitter_ms,player_count
2024-01-01 00:19:15,Mumbai,78.62,78.37,1.09,103.4,7.14,4133
2024-01-01 00:20:48,Tokyo,38.81,88.81,0.655,114.4,12.68,1035
2024-01-01 00:18:20,Sydney,112.02,68.5,5.172,88.3,45.32,3187
2024-01-01 00:04:17,Singapore,69.81,81.62,1.266,98.7,23.37,3361
2024-01-01 00:07:03,Seoul,30.71,96.21,0.695,113.4,0.1,3614
2024-01-01 00:11:48,Sydney,61.58,89.02,1.143,101.1,9.9,343
2024-01-01 00:01:59,Singapore,44.86,79.98,1.075,114.3,5.88,743
2024-01-01 00:05:49,Jakarta,39.32,93.19,0.191,106.0,11.46,2397
2024-01-01 00:24:09,Sydney,65.18,96.32,1.212,97.5,0.08,1086
2024-01-01 00:18:04,Mumbai,74.05,85.4,1.408,95.6,21.64,125
2024-01-01 00:04:46,Mumbai,66.5,88.87,0.588,106.9,21.86,2812
2024-01-01 00:18:43,Mumbai,54.41,77.84,1.476,109.9,20.54,3926
2024-01-01 00:21:18,Jakarta,101.17,84.76,4.779,98.3,1.9,631
2024-01-01 00:11:07,Sydney,134.55,68.87,4.001,85.1,50.0,332
2024-01-01 00:25:39,Tokyo,34.7,93.87,0.473,113.6,6.09,1688
2024-01-01 00:09:45,Singapore,29.71,106.22,0.534,107.5,0.95,3176
2024-01-01 00:21:50,Jakarta,39.95,89.02,0.24,106.6,2.29,145
2024-01-01 00:27:35,Jakarta,57.37,87.07,1.286,112.3,50.0,1716
2024-01-01 00:02:20,Seoul,32.79,97.88,0.567,119.6,8.03,633
2024-01-01 00:27:35,Mumbai,55.7,85.4,0.685,116.0,5.81,3333
2024-01-01 00:04:43,Tokyo,28.51,96.02,0.343,109.8,19.21,4270
2024-01-01 00:09:23,Mumbai,47.14,91.56,0.562,107.0,14.7,3351
2024-01-01 00:04:51,Mumbai,62.19,92.36,1.188,99.6,1.93,3618
2024-01-01 00:11:36,Singapore,26.58,101.3,0.495,105.8,11.05,1763
2024-01-01 00:22:53,Tokyo,25.12,93.33,0.036,114.0,5.24,2709
2024-01-01 00:27:20,Jakarta,59.11,82.16,0.902,105.0,16.25,1495
2024-01-01 00:02:49,Mumbai,60.52,84.58,1.177,96.8,6.08,1131
2024-01-01 00:04:27,Mumbai,184.23,64.17,7.658,70.3,50.0,4369
2024-01-01 00:21:43,Tokyo,29.17,81.84,0.951,114.7,8.8,4142
2024-01-01 00:17:54,Seoul,43.92,96.36,1.42,111.2,0.63,3837
2024-01-01 00:00:21,Tokyo,43.58,83.55,1.394,101.9,4.29,3378
2024-01-01 00:16:53,Seoul,26.72,104.12,0.615,114.2,14.97,166
2024-01-01 00:05:15,Mumbai,67.17,97.13,1.109,102.8,16.15,2529
2024-01-01 00:17:48,Mumbai,95.28,85.73,1.027,89.6,50.0,1013
2024-01-01 00:03:58,Tokyo,99.68,80.54,1.513,92.6,0.0,4104
2024-01-01 00:01:49,Singapore,55.51,98.73,0.931,109.1,0.86,4273
2024-01-01 00:04:05,Mumbai,65.6,86.02,0.767,96.2,10.74,1454
2024-01-01 00:04:12,Mumbai,94.92,77.02,1.703,100.4,14.62,599
2024-01-01 00:05:19,Seoul,44.26,85.1,0.542,107.8,15.91,4549
2024-01-01 00:01:04,Tokyo,48.12,83.65,0.502,107.9,10.82,2936
2024-01-01 00:26:48,Seoul,26.81,94.23,0.323,113.3,11.69,4546
2024-01-01 00:00:50,Mumbai,67.57,82.14,0.898,98.5,26.27,3353
2024-01-01 00:02:47,Singapore,44.33,93.45,0.915,99.1,13.55,322
2024-01-01 00:18:00,Jakarta,54.4,91.07,0.738,108.7,3.2,1303
2024-01-01 00:00:49,Tokyo,44.21,91.62,1.161,104.5,9.64,4256
2024-01-01 00:02:46,Seoul,35.1,98.2,0.477,112.2,1.1,1286
2024-01-01 00:05:23,Jakarta,50.14,86.29,0.834,94.0,26.89,1479
2024-01-01 00:14:32,Mumbai,46.39,88.91,0.624,103.9,7.02,2812
2024-01-01 00:20:53,Mumbai,64.17,92.23,1.281,95.8,28.26,1897
2024-01-01 00:21:51,Seoul,23.93,88.02,0.773,114.5,4.55,4039
2024-01-01 00:14:10,Sydney,84.94,94.52,0.956,102.4,3.61,1117
2024-01-01 00:13:16,Tokyo,78.48,84.43,0.918,95.4,11.67,1248
2024-01-01 00:23:53,Seoul,21.78,99.96,0.543,113.9,5.12,3194
2024-01-01 00:09:43,Jakarta,37.86,85.52,0.237,105.0,14.69,2339
2024-01-01 00:26:32,Tokyo,27.28,91.44,0.319,109.8,3.04,2319
2024-01-01 00:04:08,Mumbai,90.74,92.93,1.267,90.7,50.0,337
2024-01-01 00:12:42,Jakarta,64.52,90.1,0.907,108.8,38.65,1847
2024-01-01 00:10:56,Sydney,66.5,84.58,1.272,94.6,12.43,1317
2024-01-01 00:03:10,Tokyo,47.06,83.14,0.988,108.4,3.96,3611
2024-01-01 00:07:23,Singapore,29.03,99.26,0.004,110.2,5.21,1478
2024-01-01 00:24:48,Mumbai,31.97,86.65,0.95,114.8,50.0,906
2024-01-01 00:07:38,Tokyo,31.59,99.34,1.119,109.3,4.18,2563
2024-01-01 00:17:27,Sydney,102.16,74.95,9.688,94.9,9.4,4409
2024-01-01 00:26:22,Seoul,27.11,86.38,0.542,105.8,6.69,1613
2024-01-01 00:08:45,Singapore,29.33,93.83,0.441,114.0,5.56,1869
2024-01-01 00:04:09,Singapore,39.04,93.49,0.931,115.2,2.11,4483
2024-01-01 00:22:58,Singapore,12.85,103.6,0.0,111.7,5.13,2636
2024-01-01 00:15:18,Sydney,83.1,99.34,1.567,98.2,2.83,4730
2024-01-01 00:06:23,Seoul,36.01,93.89,0.602,111.7,13.47,3917
2024-01-01 00:25:21,Seoul,25.61,96.81,0.412,107.7,3.34,368
2024-01-01 00:07:58,Seoul,29.55,95.94,0.234,107.4,9.87,2276
2024-01-01 00:24:34,Jakarta,51.59,94.18,0.945,99.6,25.56,2609
2024-01-01 00:07:27,Mumbai,46.42,93.8,1.124,111.5,15.25,3305
2024-01-01 00:06:02,Jakarta,53.46,86.23,0.569,102.9,2.81,2522
2024-01-01 00:12:10,Sydney,75.19,86.49,1.351,105.2,3.33,2194
2024-01-01 00:11:49,Singapore,43.69,89.28,0.641,105.5,15.11,4243
2024-01-01 00:24:49,Seoul,20.92,95.15,0.574,115.5,0.0,121
2024-01-01 00:00:17,Singapore,95.88,76.51,1.188,99.7,50.0,4896
2024-01-01 00:24:11,Tokyo,29.75,96.31,0.398,112.1,3.78,1515
2024-01-01 00:10:34,Jakarta,38.28,92.46,0.521,106.5,2.41,3266
2024-01-01 00:01:19,Tokyo,40.05,90.66,1.313,100.0,0.0,4636
2024-01-01 00:25:47,Sydney,69.23,88.45,1.631,102.1,7.48,4188
2024-01-01 00:11:23,Mumbai,56.84,80.5,1.223,101.1,9.46,3559
2024-01-01 00:22:52,Singapore,28.74,91.75,0.584,105.9,0.44,3585
2024-01-01 00:19:03,Tokyo,44.35,91.35,0.913,106.2,6.23,3677
2024-01-01 00:07:41,Mumbai,110.38,78.68,3.673,89.9,31.34,2372
2024-01-01 00:06:28,Jakarta,62.83,85.98,1.301,101.4,9.98,2912
2024-01-01 00:25:09,Mumbai,147.24,72.9,3.946,86.8,17.77,3151
2024-01-01 00:03:45,Singapore,45.54,81.6,0.968,105.4,7.33,4600
2024-01-01 00:20:41,Singapore,36.76,91.83,0.992,108.0,0.65,309
2024-01-01 00:05:18,Mumbai,70.64,86.05,0.886,103.9,50.0,4124
2024-01-01 00:20:37,Singapore,40.11,96.57,0.99,111.4,16.87,1075
2024-01-01 00:21:54,Seoul,32.12,87.68,0.866,113.3,7.0,444
2024-01-01 00:08:14,Sydney,148.3,72.11,8.184,84.0,26.92,2115
2024-01-01 00:22:09,Seoul,23.26,108.75,0.562,111.9,50.0,3698
2024-01-01 00:17:02,Tokyo,44.84,96.66,0.791,99.0,2.2,2759
2024-01-01 00:07:22,Tokyo,27.96,92.94,0.571,107.2,4.67,3675
2024-01-01 00:06:16,Mumbai,73.46,84.8,0.734,96.9,19.82,588
2024-01-01 00:06:50,Mumbai,69.01,84.49,1.572,97.3,2.1,3907
2024-01-01 00:27:38,Mumbai,47.39,99.35,0.963,101.4,27.53,2479
2024-01-01 00:04:25,Sydney,113.16,79.63,9.64,93.7,35.52,4488
2024-01-01 00:07:29,Sydney,105.36,78.14,6.205,104.3,50.0,1951
2024-01-01 00:08:33,Jakarta,41.93,90.9,0.466,115.5,8.68,1718
2024-01-01 00:00:36,Sydney,81.74,81.24,1.317,92.3,5.88,1434
2024-01-01 00:24:46,Tokyo,28.41,91.39,0.745,106.4,7.62,2889
2024-01-01 00:14:13,Singapore,55.1,85.69,1.407,109.1,2.27,1509
2024-01-01 00:22:14,Singapore,37.44,80.19,1.412,118.2,1.69,3415
2024-01-01 00:09:39,Singapore,33.21,89.04,0.025,119.1,2.16,4130
2024-01-01 00:13:02,Sydney,61.36,92.04,0.8,99.3,50.0,4251
2024-01-01 00:21:21,Jakarta,95.69,84.31,1.958,89.2,4.32,500
2024-01-01 00:13:07,Singapore,38.11,91.53,0.405,101.7,2.43,4689
2024-01-01 00:19:35,Mumbai,61.92,87.57,1.356,94.4,5.06,1850
2024-01-01 00:22:07,Sydney,104.9,81.0,7.959,94.3,50.0,267
2024-01-01 00:02:13,Jakarta,43.37,84.02,1.28,110.9,19.01,2898
2024-01-01 00:04:34,Mumbai,57.01,82.73,1.242,97.6,9.86,4819
2024-01-01 00:22:47,Jakarta,22.17,92.29,0.525,116.3,36.84,484
2024-01-01 00:19:20,Singapore,37.1,86.49,0.357,115.8,10.0,4535
2024-01-01 00:26:38,Sydney,57.13,91.94,0.915,106.0,14.62,4207
2024-01-01 00:18:24,Singapore,58.93,87.0,1.228,104.9,8.89,207
2024-01-01 00:15:43,Singapore,47.11,100.22,1.01,94.7,8.94,3277
2024-01-01 00:27:05,Sydney,58.25,93.0,0.741,100.9,6.51,1749
2024-01-01 00:11:11,Jakarta,33.95,85.62,0.265,122.7,15.91,3383
2024-01-01 00:20:05,Tokyo,46.66,94.57,1.07,100.9,3.63,1242
2024-01-01 00:14:06,Seoul,29.92,101.9,0.749,119.2,34.31,203
2024-01-01 00:00:53,Seoul,36.65,81.62,0.906,102.1,0.0,4641
2024-01-01 00:21:57,Tokyo,23.77,100.44,0.494,112.0,4.76,2964
2024-01-01 00:07:33,Jakarta,38.8,95.39,0.744,110.6,16.94,2994
2024-01-01 00:03:37,Jakarta,62.75,89.05,0.885,103.5,17.27,4725
2024-01-01 00:15:54,Singapore,54.08,94.41,0.56,110.2,12.4,1399
2024-01-01 00:18:32,Mumbai,79.02,93.19,0.707,97.4,9.76,3589
2024-01-01 00:04:44,Jakarta,58.58,84.17,1.311,102.1,12.32,2922
2024-01-01 00:01:32,Sydney,68.92,90.48,0.899,108.2,50.0,774
2024-01-01 00:25:16,Seoul,17.11,93.21,0.343,113.3,2.47,2117
2024-01-01 00:01:05,Singapore,50.34,90.93,0.364,103.7,7.74,4102
2024-01-01 00:17:47,Seoul,45.69,87.16,0.987,105.1,5.53,979
2024-01-01 00:08:22,Sydney,83.7,87.96,1.759,103.7,19.04,4860
2024-01-01 00:06:37,Sydney,220.1,58.62,11.756,55.9,50.0,3545
2024-01-01 00:12:27,Seoul,34.2,93.46,0.602,101.3,14.83,555
2024-01-01 00:17:42,Sydney,70.05,88.93,1.01,108.8,10.66,2101
2024-01-01 00:13:36,Seoul,25.04,90.65,0.378,110.3,3.49,2314
2024-01-01 00:02:20,Jakarta,61.78,92.0,0.926,107.6,7.21,3814
2024-01-01 00:24:54,Mumbai,68.9,91.33,1.211,101.5,16.68,1255
2024-01-01 00:22:10,Singapore,44.15,86.08,0.726,114.6,5.68,1784
2024-01-01 00:27:18,Jakarta,58.91,93.06,1.165,105.3,6.73,1924
2024-01-01 00:08:53,Singapore,24.24,92.25,0.649,115.3,20.55,501
2024-01-01 00:26:13,Sydney,68.9,88.59,0.937,101.6,5.48,4105
2024-01-01 00:14:20,Jakarta,58.94,80.7,1.078,99.5,0.0,841
2024-01-01 00:22:30,Singapore,172.18,57.45,6.756,76.2,50.0,2200
2024-01-01 00:23:36,Singapore,19.41,104.61,1.144,115.7,9.21,1805
2024-01-01 00:08:33,Mumbai,75.21,75.65,1.103,101.5,8.29,2939
2024-01-01 00:05:25,Jakarta,73.38,81.33,1.304,100.2,50.0,3134
2024-01-01 00:20:54,Jakarta,54.32,82.34,1.181,105.7,3.66,1497
2024-01-01 00:00:28,Jakarta,53.1,90.33,1.183,115.0,4.47,3126
2024-01-01 00:12:44,Seoul,29.57,88.78,0.494,119.1,11.36,2585
2024-01-01 00:01:06,Singapore,53.19,85.8,1.559,109.3,2.1,1549
2024-01-01 00:15:21,Mumbai,53.88,86.97,0.935,102.1,24.65,2785
2024-01-01 00:01:13,Tokyo,35.8,87.45,0.692,106.8,21.37,3662
2024-01-01 00:15:37,Tokyo,38.74,87.9,0.695,116.8,3.83,2793
2024-01-01 00:18:16,Tokyo,30.9,99.04,0.386,118.5,8.49,1355
2024-01-01 00:06:33,Sydney,56.42,84.68,1.042,108.0,26.43,1964
2024-01-01 00:20:47,Seoul,26.43,88.64,0.087,112.5,6.31,4489
2024-01-01 00:11:25,Jakarta,52.07,87.18,0.193,104.5,5.22,3214
2024-01-01 00:07:54,Mumbai,75.52,81.17,0.928,112.8,2.42,769
2024-01-01 00:03:26,Seoul,38.49,94.07,0.721,116.1,1.52,3659
2024-01-01 00:18:05,Singapore,45.39,92.94,0.408,103.4,2.73,2550
2024-01-01 00:02:02,Seoul,70.84,83.54,1.396,88.2,37.17,1591
2024-01-01 00:13:57,Tokyo,78.18,89.37,1.166,95.4,9.08,268
2024-01-01 00:03:15,Sydney,104.15,86.18,7.991,94.4,16.59,4477
2024-01-01 00:08:41,Jakarta,36.49,91.03,0.588,114.9,5.28,743
2024-01-01 00:09:38,Tokyo,39.12,95.66,0.63,110.1,14.53,2921
2024-01-01 00:11:10,Seoul,90.43,90.07,1.267,94.3,7.98,251
2024-01-01 00:16:52,Singapore,47.28,93.48,0.999,101.2,3.03,2438
2024-01-01 00:21:09,Tokyo,29.26,95.42,0.853,118.1,0.59,1661
2024-01-01 00:20:02,Tokyo,31.51,103.26,0.169,119.1,50.0,2461
2024-01-01 00:02:30,Tokyo,35.52,93.91,0.613,106.7,10.58,2194
2024-01-01 00:21:52,Jakarta,34.45,90.62,1.059,110.5,19.24,851
2024-01-01 00:03:14,Sydney,86.83,83.63,1.893,99.3,6.47,1852
2024-01-01 00:04:35,Sydney,107.3,70.76,4.738,91.1,20.47,3417
2024-01-01 00:04:40,Jakarta,70.54,89.94,0.927,105.3,6.6,3258
2024-01-01 00:08:25,Jakarta,33.62,88.42,0.944,107.8,15.77,2595
2024-01-01 00:13:06,Seoul,18.67,90.63,0.0,110.9,0.0,2826
2024-01-01 00:27:09,Tokyo,22.41,105.89,0.364,123.1,10.6,2872
2024-01-01 00:06:04,Jakarta,47.51,88.99,0.885,109.4,3.31,4566
2024-01-01 00:24:37,Singapore,150.95,65.85,7.03,85.1,50.0,110
2024-01-01 00:04:53,Tokyo,32.53,104.26,0.539,103.3,2.38,215
2024-01-01 00:20:16,Seoul,68.96,96.67,1.48,104.7,0.93,1768
2024-01-01 00:08:09,Sydney,176.16,68.17,8.499,69.0,21.85,3496
2024-01-01 00:22:53,Mumbai,32.57,103.36,0.395,111.0,3.28,3105
2024-01-01 00:17:51,Mumbai,75.46,89.04,1.677,99.1,22.98,4989
2024-01-01 00:03:32,Sydney,98.0,75.92,1.716,94.9,9.08,4130
2024-01-01 00:06:42,Seoul,33.78,88.51,0.527,103.4,3.2,4505
2024-01-01 00:03:40,Singapore,51.92,92.55,0.728,106.8,11.08,1832
2024-01-01 00:17:00,Mumbai,143.05,75.93,7.64,81.5,2.21,3818
2024-01-01 00:11:45,Mumbai,59.07,82.14,1.118,110.3,26.83,4494
2024-01-01 00:03:13,Seoul,41.71,96.04,0.559,109.7,0.78,3534
2024-01-01 00:09:35,Sydney,124.26,84.95,9.439,87.4,50.0,1663
2024-01-01 00:13:14,Sydney,71.33,89.82,1.421,107.5,20.83,893
2024-01-01 00:18:29,Tokyo,94.98,81.61,1.621,100.8,1.05,413
2024-01-01 00:15:08,Mumbai,73.14,81.26,1.698,98.8,1.06,4978
2024-01-01 00:22:48,Singapore,26.63,91.88,0.506,120.1,14.88,1334
2024-01-01 00:08:10,Jakarta,48.38,93.14,0.524,97.7,11.03,2981
2024-01-01 00:24:18,Mumbai,65.48,92.32,0.851,98.6,10.31,4368
2024-01-01 00:09:54,Mumbai,62.71,96.75,0.962,105.6,8.6,2221
2024-01-01 00:25:58,Sydney,62.85,99.18,1.366,99.2,50.0,2088
2024-01-01 00:07:20,Mumbai,62.83,88.91,1.068,100.0,6.72,238
2024-01-01 00:22:11,Jakarta,113.72,69.06,4.817,85.8,50.0,2203
2024-01-01 00:08:23,Jakarta,72.73,87.53,1.315,102.3,40.26,2723
2024-01-01 00:03:58,Seoul,33.42,90.4,0.0,107.6,1.1,1771
2024-01-01 00:00:10,Mumbai,55.19,85.15,0.598,102.4,13.41,400
2024-01-01 00:08:04,Jakarta,47.07,82.77,1.007,106.7,2.8,1357
2024-01-01 00:01:37,Tokyo,105.03,77.08,8.108,100.5,50.0,3644
2024-01-01 00:26:53,Jakarta,57.68,83.72,1.057,98.9,14.6,4587
2024-01-01 00:00:55,Tokyo,43.96,95.44,0.136,112.3,10.61,4378
2024-01-01 00:01:33,Mumbai,62.52,86.56,0.929,111.5,6.95,4202
2024-01-01 00:20:44,Singapore,44.11,90.36,0.461,105.4,6.87,313
2024-01-01 00:17:15,Seoul,46.02,97.73,1.283,117.8,50.0,4328
2024-01-01 00:23:33,Mumbai,76.52,86.34,0.705,100.1,21.28,3627
2024-01-01 00:25:35,Tokyo,19.73,101.15,0.296,114.7,7.37,2995
2024-01-01 00:21:51,Jakarta,53.62,96.68,0.582,107.2,13.72,2390
2024-01-01 00:27:12,Jakarta,20.75,100.65,0.087,111.6,41.59,4331
2024-01-01 00:04:52,Mumbai,60.99,94.23,1.204,103.0,0.0,1633
2024-01-01 00:20:18,Seoul,70.8,81.31,1.061,98.2,9.76,701
2024-01-01 00:11:09,Singapore,31.59,96.17,0.7,106.7,7.58,186
2024-01-01 00:27:29,Seoul,25.99,103.66,0.616,110.0,15.41,2209
2024-01-01 00:16:00,Tokyo,46.1,94.58,0.803,107.7,7.82,3569
2024-01-01 00:14:04,Tokyo,35.98,87.87,0.4,107.2,50.0,4465
2024-01-01 00:17:49,Jakarta,60.77,87.5,1.034,108.2,10.27,4584
2024-01-01 00:15:04,Jakarta,52.5,85.69,0.869,113.1,3.42,1333
2024-01-01 00:06:43,Singapore,49.67,86.0,0.604,102.7,6.92,2659
2024-01-01 00:12:26,Singapore,51.59,84.3,1.279,106.6,29.59,3983
2024-01-01 00:01:42,Singapore,46.19,93.89,0.921,100.4,0.23,4882
2024-01-01 00:22:28,Tokyo,22.07,92.31,0.363,118.3,0.52,2623
2024-01-01 00:23:45,Seoul,16.79,102.64,0.037,109.1,0.02,1081
2024-01-01 00:16:58,Singapore,78.9,85.09,1.824,95.8,1.55,4301
2024-01-01 00:23:25,Jakarta,89.41,78.79,1.434,93.1,0.5,4078
2024-01-01 00:02:03,Tokyo,37.25,92.24,0.416,114.9,5.05,3304
2024-01-01 00:02:43,Tokyo,34.88,104.95,0.406,109.6,15.56,3391
2024-01-01 00:17:53,Seoul,42.51,104.21,0.178,104.5,8.99,2770
2024-01-01 00:13:41,Seoul,29.78,90.91,0.592,109.7,4.68,2431
2024-01-01 00:03:55,Singapore,53.5,99.78,0.971,105.2,2.98,1799
2024-01-01 00:05:54,Singapore,49.59,92.46,0.95,101.1,15.56,4258
2024-01-01 00:23:55,Singapore,34.03,94.33,0.726,114.9,13.1,2361
2024-01-01 00:04:57,Singapore,52.36,93.08,0.253,106.4,10.33,3565
2024-01-01 00:24:09,Jakarta,46.15,88.66,0.815,116.7,2.26,3823
2024-01-01 00:24:33,Singapore,27.42,91.43,0.008,107.4,1.0,1301
2024-01-01 00:23:38,Mumbai,68.77,81.52,0.939,103.8,15.94,3666
2024-01-01 00:02:33,Tokyo,44.1,93.81,0.279,107.8,5.06,1811
2024-01-01 00:20:54,Sydney,164.69,66.61,4.169,79.3,35.1,1256
2024-01-01 00:19:36,Jakarta,52.41,81.76,0.366,97.0,22.93,4786
2024-01-01 00:22:36,Seoul,21.1,95.24,0.448,117.2,7.21,2519
2024-01-01 00:26:55,Sydney,66.99,86.21,0.817,98.7,3.41,3577
2024-01-01 00:00:52,Sydney,80.99,84.62,0.813,103.3,16.3,3847
2024-01-01 00:19:24,Sydney,94.68,85.37,1.461,92.9,27.57,1393
2024-01-01 00:27:29,Singapore,44.58,85.03,0.133,111.9,10.31,1018
2024-01-01 00:13:20,Tokyo,70.63,88.24,1.294,105.5,9.26,4812
2024-01-01 00:13:44,Seoul,33.96,93.44,0.938,105.7,7.14,1375
2024-01-01 00:14:22,Tokyo,43.91,96.28,1.045,105.3,3.74,1228
2024-01-01 00:03:14,Tokyo,47.23,92.24,0.378,102.7,5.53,283
2024-01-01 00:17:15,Tokyo,37.43,92.57,0.418,105.6,7.41,1100
2024-01-01 00:02:24,Seoul,46.08,88.22,0.941,103.9,9.43,587
2024-01-01 00:15:02,Sydney,93.05,84.74,1.587,91.1,10.07,3537
2024-01-01 00:10:54,Seoul,17.87,101.89,0.175,119.1,3.15,1223
2024-01-01 00:14:26,Jakarta,37.6,94.79,0.48,109.5,12.26,3906
2024-01-01 00:25:38,Tokyo,27.64,84.04,0.861,112.0,1.49,2567
2024-01-01 00:18:09,Seoul,41.47,98.04,0.322,101.9,6.4,161
2024-01-01 00:11:40,Mumbai,45.31,96.96,1.076,110.1,2.52,4528
2024-01-01 00:27:11,Jakarta,61.29,94.77,0.49,94.5,20.83,1468
2024-01-01 00:23:48,Seoul,95.66,83.62,1.487,95.7,50.0,561
2024-01-01 00:14:02,Sydney,80.87,88.6,1.383,103.2,2.23,1072
2024-01-01 00:26:37,Sydney,73.02,88.61,1.208,103.2,3.64,3094
2024-01-01 00:13:39,Sydney,129.79,66.31,3.311,85.4,8.57,3572
2024-01-01 00:04:58,Seoul,34.43,95.02,0.544,113.2,0.01,4910
2024-01-01 00:05:48,Tokyo,30.6,94.52,0.099,114.9,50.0,3240
2024-01-01 00:01:37,Sydney,93.51,80.37,1.923,96.6,17.56,2321
2024-01-01 00:02:12,Jakarta,60.93,94.44,1.126,96.7,50.0,643
2024-01-01 00:06:16,Seoul,39.96,84.75,1.144,101.1,7.82,2415
2024-01-01 00:24:23,Seoul,22.66,94.47,0.53,109.8,0.49,3267
2024-01-01 00:22:19,Mumbai,55.75,83.32,0.868,95.9,50.0,3328
2024-01-01 00:22:32,Sydney,90.79,85.43,0.813,90.1,43.44,2934
2024-01-01 00:00:36,Singapore,49.66,89.89,0.799,108.2,12.81,4189
2024-01-01 00:18:00,Seoul,45.72,90.68,1.018,103.4,50.0,3622
2024-01-01 00:02:01,Jakarta,54.89,91.77,1.43,109.3,9.51,4260
2024-01-01 00:27:42,Mumbai,34.31,104.74,0.267,114.9,22.06,3390
2024-01-01 00:03:07,Seoul,37.06,94.88,0.817,117.8,5.61,2264
2024-01-01 00:13:36,Tokyo,111.01,81.08,5.174,89.8,50.0,1720
2024-01-01 00:19:01,Singapore,261.06,48.4,11.987,51.0,50.0,4409
2024-01-01 00:24:39,Jakarta,53.83,86.79,0.427,97.9,11.52,1770
2024-01-01 00:26:25,Jakarta,45.48,85.26,0.499,113.0,50.0,958
2024-01-01 00:11:47,Sydney,71.73,87.6,0.783,100.5,8.46,3860
2024-01-01 00:13:15,Seoul,24.5,96.36,0.706,114.0,1.41,2647
2024-01-01 00:10:03,Mumbai,66.4,74.7,1.078,110.0,3.99,553
2024-01-01 00:27:06,Mumbai,51.73,89.44,0.412,101.6,19.58,425
2024-01-01 00:02:31,Seoul,46.12,94.39,1.115,113.2,6.55,1967
2024-01-01 00:06:33,Mumbai,83.72,73.04,1.292,106.3,37.51,1454
2024-01-01 00:11:34,Singapore,33.13,97.53,0.538,119.1,3.83,4670
2024-01-01 00:21:50,Seoul,20.05,97.46,0.0,118.5,12.78,3836
2024-01-01 00:27:41,Tokyo,26.86,91.54,0.58,113.4,7.33,4659
2024-01-01 00:22:28,Singapore,30.94,98.0,0.864,112.1,11.48,3092
2024-01-01 00:01:35,Mumbai,49.01,88.73,0.849,110.6,14.84,1268
2024-01-01 00:06:47,Tokyo,23.69,103.24,0.699,114.7,11.24,483
2024-01-01 00:13:32,Singapore,27.41,96.82,0.113,108.0,6.68,926
2024-01-01 00:11:14,Singapore,37.85,94.29,0.409,106.4,3.84,3194
2024-01-01 00:25:10,Seoul,21.03,86.97,0.265,119.2,6.87,1715
2024-01-01 00:01:04,Singapore,57.23,83.5,1.092,95.2,12.22,111
2024-01-01 00:22:27,Mumbai,64.46,85.44,1.236,108.8,41.07,2070
2024-01-01 00:26:33,Mumbai,65.68,80.75,1.127,102.3,4.59,206
2024-01-01 00:08:38,Seoul,21.2,98.61,0.0,116.4,3.61,3065
2024-01-01 00:19:19,Seoul,33.28,96.13,0.532,109.8,2.02,3495
2024-01-01 00:02:18,Tokyo,42.88,96.01,0.688,111.6,10.42,1345
2024-01-01 00:21:17,Singapore,27.98,92.18,0.263,115.5,9.94,4694
2024-01-01 00:10:12,Tokyo,62.83,86.03,0.726,99.2,30.59,303
2024-01-01 00:20:47,Mumbai,50.89,87.84,1.107,111.0,8.09,1356
2024-01-01 00:13:37,Seoul,35.28,97.27,0.485,109.6,7.99,476
2024-01-01 00:24:22,Tokyo,23.92,88.9,0.55,117.0,1.37,2984
2024-01-01 00:07:33,Singapore,104.11,75.65,5.488,90.3,3.5,2324
2024-01-01 00:06:55,Jakarta,62.98,100.39,0.996,104.0,50.0,1365
2024-01-01 00:18:07,Singapore,45.67,81.92,0.306,101.9,3.63,1269
2024-01-01 00:14:14,Sydney,87.18,82.62,1.446,94.7,1.2,2261
2024-01-01 00:21:07,Jakarta,194.68,62.22,8.671,64.5,50.0,3345
2024-01-01 00:01:39,Singapore,46.89,87.1,0.353,107.2,15.11,536
2024-01-01 00:26:47,Jakarta,41.36,93.61,0.389,110.3,16.8,619
2024-01-01 00:24:55,Tokyo,22.24,89.31,0.127,124.4,2.41,3006
2024-01-01 00:17:11,Singapore,60.5,90.44,1.125,106.5,19.12,3456
2024-01-01 00:16:50,Jakarta,64.02,85.68,0.918,100.7,3.63,4027
2024-01-01 00:00:19,Mumbai,44.48,90.72,1.215,99.9,5.75,2261
2024-01-01 00:05:27,Sydney,66.93,90.69,1.152,98.2,31.52,2704
2024-01-01 00:20:23,Singapore,37.05,97.21,0.557,113.5,7.2,1678
2024-01-01 00:06:47,Sydney,99.87,89.63,1.562,104.8,33.3,507
2024-01-01 00:17:15,Singapore,47.98,89.14,1.012,107.8,10.79,4928
2024-01-01 00:26:04,Sydney,62.72,90.93,0.804,100.1,50.0,3132
2024-01-01 00:17:51,Jakarta,80.75,81.71,2.042,96.1,46.55,4975
2024-01-01 00:13:29,Mumbai,47.5,102.69,0.417,109.6,24.76,1519
2024-01-01 00:27:43,Tokyo,28.28,98.85,0.086,111.7,4.96,4522
2024-01-01 00:10:55,Seoul,23.26,85.86,0.29,111.3,5.11,3715
2024-01-01 00:10:20,Tokyo,64.16,83.36,1.304,108.0,0.0,741
2024-01-01 00:20:06,Jakarta,43.0,88.22,1.065,111.0,50.0,940
2024-01-01 00:02:57,Jakarta,74.69,87.74,1.097,101.8,11.18,3228
